,date,total,price,condition,movement,case material,band material,model,listingType,start,url
199,2019-04-19,6200.0,6200.0,pre-owned,Mechanical: Automatic,Solid Gold,Yellow Gold,Rolex President,StoreInventory,2018-12-20,http://www.ebay.com/itm/rolex-datejust-26mm-president-18k-yellow-gold-diamond-bezel-band-tiger-eye-dia-/273618770599
200,2019-04-19,3510.0,3500.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2019-04-19,http://www.ebay.com/itm/men-s-rolex-datejust-1601-/133027762750
201,2019-04-19,5900.0,5900.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice,2019-04-19,http://www.ebay.com/itm/authentic-stainless-steel-rolex-explorer-ii-/223488501818
202,2019-04-19,6200.0,6200.0,pre-owned,Mechanical (Automatic),Solid Gold,Yellow Gold,Rolex President,StoreInventory,2018-12-20,http://www.ebay.com/itm/rolex-datejust-26mm-president-18k-yellow-gold-diamond-bezel-band-tiger-eye-dia-/273618770599
203,2019-04-19,3101.0,3101.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,2019-04-12,http://www.ebay.com/itm/rolex-gents-stainless-steel-datejust-watch-36mm-ref-16030-blue-dial-/113716719864
204,2019-04-19,3350.0,3350.0,pre-owned,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory,2019-04-11,http://www.ebay.com/itm/rolex-datejust-steel-white-gold-silver-dial-vintage-mens-watch-1601-/333153288763
205,2019-04-19,5550.0,5500.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-12,http://www.ebay.com/itm/rolex-president-day-date-19018-18k-yellow-gold-white-roman-dial-oyster-quartz-/143212800908
206,2019-04-19,5250.0,5200.0,pre-owned,Mechanical (Automatic),Stainless Steel,Oyster Steel,Rolex Oyster Perpetual 39,FixedPrice,2019-04-18,http://www.ebay.com/itm/rolex-oyster-perpetual-114300-39mm-rare-and-newly-released-white-dial-mint-/303130056157
207,2019-04-19,3500.0,3500.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-12,http://www.ebay.com/itm/rolex-president-ladies-size-18k-yellow-gold-vintage-oyster-perpetual-datejust-/173871466950
208,2019-04-19,3500.0,3500.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 14k Yellow Gold,Rolex Datejust,StoreInventory,2019-04-19,http://www.ebay.com/itm/ladies-rolex-datejust-2-tone-14k-yellow-gold-stainless-steel-watch-white-mop-/163657185980
209,2019-04-19,7600.0,7600.0,pre-owned,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,StoreInventory,2018-10-11,http://www.ebay.com/itm/mint-rolex-yacht-master-16622-steel-platinum-rolesium-date-watch-box-papers-/273504270008
210,2019-04-19,3350.0,3350.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 14k Yellow Gold,Rolex Datejust,StoreInventory,2019-04-19,http://www.ebay.com/itm/rolex-datejust-lady-31mm-gold-steel-champagne-dial-78273-jubilee-/382910272959
211,2019-04-19,3400.0,3400.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory,2019-01-04,http://www.ebay.com/itm/rolex-air-king-precision-stainless-steel-blue-dial-14010m-/273638772517
212,2019-04-19,4000.0,4000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Genuine Leather,NULL,FixedPrice,2019-04-13,http://www.ebay.com/itm/rolex-datejust-auto-36mm-steel-mens-oyster-bracelet-watch-116200-/293047572723
213,2019-04-19,3114.0,3095.0,pre-owned,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless Steel,Rolex Datejust,FixedPrice,2019-02-12,http://www.ebay.com/itm/vintage-gold-rolex-oyster-perpetual-datejust-chronometer-watch-36mm-/192823072710
214,2019-04-19,5700.0,5700.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,2019-04-16,http://www.ebay.com/itm/rolex-explorer-214270-black-index-3-6-9-dial-2018-model-blue-lume-full-set-/133024675316
215,2019-04-19,3500.0,3500.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2019-01-31,http://www.ebay.com/itm/rolex-datejust-36mm-16014-white-roman-silver-stainless-steel-jubilee-watch-/292941928880
216,2019-04-19,3605.0,3600.0,new with tags,NULL,NULL,NULL,NULL,StoreInventory,2019-03-19,http://www.ebay.com/itm/rolex-oyster-perpetual-mens-watch-never-worn-pre-owned-box-w-coa-/254170165223
217,2019-04-19,3548.0,3548.0,pre-owned,Mechanical (Automatic),"18K Yellow Gold, 18K Gold, Yellow Gold, Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory,2018-02-27,http://www.ebay.com/itm/womens-rolex-datejust-26mm-mother-pearl-diamond-numerals-18k-ss-/112840524552
218,2019-04-19,7129.0,7129.0,pre-owned,NULL,Stainless Steel,Stainless Steel,Rolex Submariner,Auction,2019-04-12,http://www.ebay.com/itm/rolex-submariner-16613-40mm-stainless-steel-18k-gold-/323775674770
219,2019-04-19,5000.0,5000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory,2019-04-19,http://www.ebay.com/itm/rolex-mens-datejust-18k-ss-black-diamond-jubilee-quickset-16233-/192893788105
220,2019-04-19,5250.0,5250.0,pre-owned,Mechanical: Automatic,Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory,2019-04-19,http://www.ebay.com/itm/rolex-mens-datejust-18k-ss-black-diamond-jubilee-quickset-16233-w-papers-/183780723956
221,2019-04-19,10000.0,10000.0,new with tags,Automatic,18kt Everose Gold,NULL,50515BKSBKL,FixedPrice,2019-04-13,http://www.ebay.com/itm/rolex-cellini-men-s-watch-rose-gold-new-/173871700943
222,2019-04-19,3200.0,3200.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,2018-10-08,http://www.ebay.com/itm/rolex-datejust-stainless-steel-men-watch-w-silver-dial-/323489768081
223,2019-04-19,8500.0,8500.0,pre-owned,NULL,Stainless Steel,NULL,NULL,FixedPrice,2019-04-19,http://www.ebay.com/itm/rolex-gmt-master-16710-wrist-watch-men-coke-red-and-black-/133027562000
224,2019-04-19,9025.0,9000.0,pre-owned,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,FixedPrice,2019-04-19,http://www.ebay.com/itm/2007-rolex-gmt-master-ii-stainless-black-ceramic-116710-n-ln-40mm-date-watch-/372655654314
225,2019-04-19,5000.0,5000.0,new without tags,Mechanical (Automatic),Stainless Steel,"Rolex Stainless Steel Oyster, Stainless Steel",Rolex Submariner,FixedPrice,2019-04-17,http://www.ebay.com/itm/new-rolex-blue-face-mens-submariner-stainless-steel-40mm-custom-dial-wristwatch-/153454708715
226,2019-04-19,3270.0,3250.0,pre-owned,NULL,NULL,NULL,NULL,StoreInventory,2019-04-17,http://www.ebay.com/itm/rolex-1503-oyster-perpetual-date-14k-solid-yellow-gold-/133025720373
227,2019-04-19,7499.0,7499.0,pre-owned,Mechanical (Automatic),Stainless Steel,NULL,NULL,FixedPrice,2019-04-19,http://www.ebay.com/itm/rolex-gmt-master-16710-wrist-watch-men-coke-red-and-black-/133027532219
228,2019-04-19,4000.0,4000.0,pre-owned,NULL,Gold,Gold,President,FixedPrice,2019-04-19,http://www.ebay.com/itm/rolex-ref-6517-ladies-president-18k-diamond-dial-bezel-lugs-bracelet-/153456823574
229,2019-04-19,3250.0,3250.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,NULL,StoreInventory,2019-04-18,http://www.ebay.com/itm/rolex-mens-datejust-16013-steel-18k-gold-c-1987-fluted-bezel-36mm-watch-8-/392279610270
230,2019-04-19,7943.0,7943.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-submariner-auto-40mm-steel-mens-oyster-bracelet-watch-date-116610ln-/293050365283
231,2019-04-19,3093.0,3093.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,OYSTER PERPETUAL,FixedPrice,2018-11-09,http://www.ebay.com/itm/2008-ladies-rolex-oyster-perpetual-pink-salmon-index-31mm-oyster-177200-watch-/273552425492
232,2019-04-19,9800.0,9800.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice,2019-04-05,http://www.ebay.com/itm/rolex-datejust-41-auto-steel-yellow-gold-mens-jubilee-bracelet-watch-126333-/283442313577
233,2019-04-19,5300.0,5300.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,2017-11-27,http://www.ebay.com/itm/2016-rolex-datejust-lady-31-pink-dial-stainless-jubilee-automatic-watch-w-box-/312012247631
234,2019-04-19,4925.0,4900.0,new with tags,Quartz (Solar Powered),"Stainless Steel, PVD Coated","Genuine Leather, Faux Leather, Fabric/Canvas",Citizen Eco-Drive,FixedPrice,2019-04-05,http://www.ebay.com/itm/rolex-datejust-116200-stainless-mens-blue-roman-dial-2019-nwt-and-box-/133014287987
235,2019-04-19,4700.0,4700.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,2019-04-12,http://www.ebay.com/itm/rolex-explorer-ii-16570-oyster-automatic-wristwatch-men-white-face-dial-/143212545315
236,2019-04-19,11500.0,11500.0,pre-owned,Mechanical: Automatic,NULL,NULL,Mens Datejust II 41mm,FixedPrice,2019-04-19,http://www.ebay.com/itm/rolex-datejust-ll-41mm-116333-two-tone-stainless-steel-gold-oyster-/273812686868
237,2019-04-19,5995.0,5995.0,new with tags,Automatic,Stainless Steel,NULL,116000PUSO,FixedPrice,2016-07-13,http://www.ebay.com/itm/rolex-mens-unused-datejust-116200-steel-watch-pink-index-dial-smooth-bezel-/311656132887
238,2019-04-19,4050.0,4050.0,new with tags,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,Auction,2019-04-19,http://www.ebay.com/itm/rolex-deepsea-sea-dweller-116660-stainless-steel-automatic-mens-watch-/273812786095
239,2019-04-19,4100.0,4000.0,pre-owned,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,2019-04-10,http://www.ebay.com/itm/rolex-ladies-oyster-perpetual-datejust-18k-gold-watch-box-69178-/202650297425
240,2019-04-19,3240.0,3225.0,pre-owned,NULL,NULL,NULL,NULL,FixedPrice,2018-10-30,http://www.ebay.com/itm/vintage-rolex-16013-datejust-two-tone-box-papers-certificate-auth-/113340407541
241,2019-04-19,7216.0,7188.0,pre-owned,Mechanical (Automatic),Gold,Leather,Rolex Oyster Perpetual,Auction,2019-04-12,http://www.ebay.com/itm/rolex-19018n-18k-oysterquartz-day-date-mens-watch-w-box-recently-overhauled-/392275025606
242,2019-04-19,7101.0,7101.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,2019-04-09,http://www.ebay.com/itm/rolex-submariner-date-16610-2005-boxes-and-papers-no-reserve-/202649240186
243,2019-04-19,10415.0,10400.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,2019-04-12,http://www.ebay.com/itm/rolex-submariner-5513-meters-first-stunning-original-dial-must-see-1967-beauty-/254197099241
244,2019-04-19,8600.0,8600.0,pre-owned,Mechanical (Automatic),NULL,Genuine Leather,Rolex President,StoreInventory,2019-04-19,http://www.ebay.com/itm/mens-rolex-president-18k-yellow-gold-day-date-18038-/163656000145
245,2019-04-18,4650.0,4650.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-13,http://www.ebay.com/itm/rolex-oyster-perpetual-milgauss-116400-black-men-s-wristwatch-2008-/113717800245
246,2019-04-18,7665.0,7650.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-14,http://www.ebay.com/itm/1994-mens-rolex-40mm-twotone-18k-yellow-gold-stainless-submariner-watch-16613-/264282521180
247,2019-04-18,4599.0,4599.0,pre-owned,Automatic,Stainless Steel,NULL,Explorer II,FixedPrice,2019-04-18,http://www.ebay.com/itm/rolex-explorer-ii-16570-men-watch-box-papers-/223487306901
248,2019-04-18,6798.0,6700.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-11,http://www.ebay.com/itm/rolex-submariner-date-stainless-steel-watch-black-dial-mens-16610-k-one-owner-/333153380650
249,2019-04-18,4200.0,4150.0,new with tags,Automatic,Stainless Steel,Stainless Steel,NULL,Auction,2019-04-12,http://www.ebay.com/itm/rolex-datejust-lady-279160-28mm-roman-box-papers-unworn-/382896908101
250,2019-04-18,3295.0,3295.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-11,http://www.ebay.com/itm/mens-vintage-rolex-oyster-perpetual-datejust-stainless-steel-gold-diamond-watch-/173870467265
251,2019-04-18,4400.0,4350.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,NULL,FixedPrice,2019-04-18,http://www.ebay.com/itm/rolex-datejust-16234-/293054904741
252,2019-04-18,7500.0,7500.0,pre-owned,Automatic.,NULL,Stainless Steel,16710 Gmt-Master II with a Date.,FixedPrice,2019-04-18,http://www.ebay.com/itm/rolex-gmt-master-ii-16710-perfect-condition-original-box-and-documentation-/264289259783
253,2019-04-18,7090.0,7090.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction,2019-04-15,http://www.ebay.com/itm/rolex-submariner-date-blue-stainless-and-18k-yellow-gold-model-16613-/153452936036
254,2019-04-18,3039.0,3000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory,2018-12-21,http://www.ebay.com/itm/rolex-datejust-69173-added-diamond-dial-18k-gold-steel-26mm-watch-1991-/173702024275
255,2019-04-18,5393.0,5393.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice,2019-03-30,http://www.ebay.com/itm/2001-mens-rolex-explorer-ii-16570-stainless-polar-white-date-gmt-40mm-watch-sel-/264261731693
256,2019-04-18,6500.0,6500.0,pre-owned,Mechanical (Automatic),Stainless Steel,Steel,GMT Master,Auction,2019-04-19,http://www.ebay.com/itm/rolex-5513-meters-first-all-original-runs-and-keeps-time-/173877105190
257,2019-04-18,6794.0,6794.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,2019-03-16,http://www.ebay.com/itm/2003-unpolished-rolex-submariner-date-stainless-lume-40mm-black-sel-16610-watch-/153418289921
258,2019-04-18,3383.0,3383.0,pre-owned,Mechanical (Automatic),Gold,Leather,Rolex Oyster Perpetual,Auction,2019-04-13,http://www.ebay.com/itm/rolex-mens-steel-18k-diamond-oyster-perpetual-16233-datejust-36mm-watch-7-/233194290276
259,2019-04-18,11200.0,11100.0,pre-owned,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT Master 1675,Auction,2019-04-11,http://www.ebay.com/itm/1970s-rolex-gmt-master-1675-mark-2-5-lemrich-dial-stainless-steel-pilot-watch-/202651329558
260,2019-04-18,3925.0,3850.0,pre-owned,NULL,NULL,Stainless Steel,NULL,FixedPrice,2019-03-05,http://www.ebay.com/itm/rolex-datejust-36mm-used-z47079-/312515571382
261,2019-04-18,9943.0,9943.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT Master II,FixedPrice,2018-11-16,http://www.ebay.com/itm/mint-2005-no-holes-rolex-gmt-master-ii-stainless-black-red-16710-40mm-watch-/264044163174
262,2019-04-18,4625.0,4600.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-11,http://www.ebay.com/itm/used-rolex-watches-men-/183770535335
263,2019-04-18,3374.0,3374.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2019-04-10,http://www.ebay.com/itm/mint-rolex-datejust-16014-36mm-18k-gold-stainless-steel-silver-tuxedo-jubilee-/264277937354
264,2019-04-18,6385.0,6385.0,pre-owned,Mechanical (Automatic),Stainless Steel,NULL,Submariner,StoreInventory,2019-04-10,http://www.ebay.com/itm/men-s-stainless-rolex-submariner-no-date-ref-14060m-serial-box-manuals-/264278054974
265,2019-04-18,10000.0,10000.0,pre-owned,Automatic Self Wind,Stainless Steel,Stainless Steel,NULL,FixedPrice,2019-02-25,http://www.ebay.com/itm/rolex-sea-dweller-black-black-steel-automatic-watch-16600-serviced-feb-19-/223420610093
266,2019-04-18,5500.0,5500.0,pre-owned,Automatic,NULL,Stainless Steel and 18K Yellow Gold,NULL,Auction,2019-04-18,http://www.ebay.com/itm/rolex-submariner-automatic-mens-watch-16613-two-tone-18k-gold-blue-steel-/153455513170
267,2019-04-18,6250.0,6250.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,FixedPrice,2018-10-21,http://www.ebay.com/itm/rolex-submariner-16800-stainless-steel-black-dial-1984-40mm-watch-/332849197438
268,2019-04-18,5199.0,5199.0,seller refurbished,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice,2018-11-25,http://www.ebay.com/itm/rolex-oyster-date-6694-mickey-mouse-wrist-watch-men-used-very-rare-authentic-f-s-/143027911733
269,2019-04-18,4514.0,4495.0,pre-owned,Automatic,Stainless Steel,Silver,Rolex Oyster Perpetual,StoreInventory,2018-09-28,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-wristwatch-18kwg-bezel-black-dial-ss-12k-value-/192673205598
270,2019-04-18,7000.0,7000.0,pre-owned,NULL,NULL,NULL,NULL,FixedPrice,2019-04-17,http://www.ebay.com/itm/rolex-sea-dweller-triple-six-16660-men-watch-/362623777408
271,2019-04-18,5193.0,5193.0,pre-owned,NULL,NULL,Stainless Steel,NULL,FixedPrice,2019-03-28,http://www.ebay.com/itm/mint-2001-rolex-explorer-ii-16570-sel-stainless-black-date-gmt-40mm-date-watch-/273782163655
272,2019-04-18,3149.0,3138.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction,2019-04-11,http://www.ebay.com/itm/1950s-18k-rolex-oyster-perpetual-precision-watch-6085-bubble-back-parts-/372649842737
273,2019-04-18,5500.0,5500.0,pre-owned,Automatic,"Solid Gold, Rose Gold",Rose Gold,Rolex Lady-Datejust,StoreInventory,2019-04-09,http://www.ebay.com/itm/rolex-genuine-18k-yellow-gold-president-bracelet-18238-fits-all-36mm-day-date-/264276595638
274,2019-04-18,10270.0,10250.0,pre-owned,NULL,Stainless Steel,Stainless Steel,GMT Master II,FixedPrice,2019-04-18,http://www.ebay.com/itm/vintage-1971-rolex-gmt-master-1675-pepsi-dial-good-condition-recently-serviced-/254203329211
275,2019-04-18,9770.0,9770.0,pre-owned,Automatic,NULL,NULL,Rolex Submariner,FixedPrice,2019-02-17,http://www.ebay.com/itm/rare-rolex-submariner-date-16610-steel-u-serial-40mm-w-tags-box-papers-/113649174371
276,2019-04-18,6293.0,6293.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,2019-03-16,http://www.ebay.com/itm/2002-rolex-submariner-no-date-k-serial-14060-m-stainless-black-dive-40mm-watch-/273764464685
277,2019-04-18,3114.0,3100.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,2019-04-08,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-chronometer-34mm-mens-16234-wrist-watch-5105-/333145659124
278,2019-04-17,9150.0,9150.0,pre-owned,NULL,Stainless Steel,NULL,Rolex GMT-Master II,FixedPrice,2018-12-13,http://www.ebay.com/itm/unpolished-2007-rolex-gmt-master-ii-16710-z-coke-rectangular-dial-40mm-watch-/292864993852
279,2019-04-17,5750.0,5750.0,new with tags,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice,2019-04-11,http://www.ebay.com/itm/rolex-datejust-116200-black-dial-wrist-watch-men-brand-new-box-never-worn-/293044752290
280,2019-04-17,4750.0,4750.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,2019-04-17,http://www.ebay.com/itm/rolex-explorer-ii-16570-polar-white-just-serviced-overnight-shipping-/254202761247
281,2019-04-17,8455.0,8444.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-10,http://www.ebay.com/itm/mens-vintage-rolex-submariner-steel-automatic-watch-5513-/123731081183
282,2019-04-17,8603.0,8586.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-10,http://www.ebay.com/itm/mens-rolex-president-18k-yellow-gold-day-date-18038-/163643856213
283,2019-04-17,6400.0,6400.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-12,http://www.ebay.com/itm/16800-rolex-submariner-stainless-steel-quickset-vintage-watch-black-black-/401748651815
284,2019-04-17,3635.0,3600.0,pre-owned,NULL,NULL,NULL,Rolex Datejust,Auction,2019-04-17,http://www.ebay.com/itm/rolex-date-just-18k-two-tone-16233-/254202362241
285,2019-04-17,9500.0,9500.0,pre-owned,Swiss Automatic,Solid Gold,18K Gold,President - 1803,Auction,2019-04-17,http://www.ebay.com/itm/18k-mens-rolex-president-day-date-/223486211587
286,2019-04-17,6490.0,6490.0,pre-owned,NULL,NULL,NULL,NULL,FixedPrice,2019-03-21,http://www.ebay.com/itm/rolex-mens-ladies-new-datejust-watch-36mm-silver-floral-flower-dial-steel-/372633260904
287,2019-04-17,8500.0,8500.0,pre-owned,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,2019-03-19,http://www.ebay.com/itm/mens-18k-rolex-presidential-1803-/153421597299
288,2019-04-17,8730.0,8700.0,pre-owned,NULL,Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction,2019-04-10,http://www.ebay.com/itm/vintage-rolex-gmt-master-wristwatch-ref-1675-1966-mk1-matte-pepsi-bezel-nr-/202650829252
289,2019-04-17,7000.0,7000.0,pre-owned,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Submariner,StoreInventory,2019-04-17,http://www.ebay.com/itm/rolex-submariner-16803-blue-serti-diamond-sapphire-two-tone-gold-watch-16613-/382906944550
290,2019-04-17,5499.0,5499.0,pre-owned,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Date,StoreInventory,2019-03-13,http://www.ebay.com/itm/rolex-explorer-ii-16520-ss-automatic-mens-watch-w-date-u-serial-/233166191368
291,2019-04-17,7900.0,7900.0,pre-owned,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,2019-04-17,http://www.ebay.com/itm/rolex-datejust-36mm-stainleess-steel-18k-yellow-gold-black-roman-dial-116233-/113721420110
292,2019-04-17,10999.0,10999.0,pre-owned,NULL,NULL,NULL,Rolex Day-Date,StoreInventory,2019-03-28,http://www.ebay.com/itm/mens-rolex-day-date-president-gold-diamonds-/283432846777
293,2019-04-17,6650.0,6500.0,pre-owned,Automatic,Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2019-04-16,http://www.ebay.com/itm/2013-stainless-steel-18k-yellow-gold-rolex-datejust-116203-box-and-papers-/303128269706
294,2019-04-17,5500.0,5500.0,pre-owned,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,2019-04-14,http://www.ebay.com/itm/rolex-day-date-president-18038-mens-wrist-watch-18k-single-quickset-box-booklet-/223482699632
295,2019-04-17,5300.0,5300.0,pre-owned,Automatic,Gold,904L stainless Steel,Datejust,Auction,2019-04-10,http://www.ebay.com/itm/rolex-datejust-smooth-bezel-black-dial-and-stainless-steel-band-/273801617728
296,2019-04-17,7500.0,7500.0,pre-owned,Automatic,Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex GMT-Master,StoreInventory,2018-02-22,http://www.ebay.com/itm/vintage-rolex-gmt-master-16753-18k-yg-steel-black-bezel-black-nipple-dial-w-box-/273081104001
297,2019-04-17,8300.0,8300.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-10,http://www.ebay.com/itm/rolex-president-day-date-18038-solid-18k-gold-rare-bark-finish-/273801596667
298,2019-04-17,8353.0,8308.0,pre-owned,NULL,NULL,NULL,Rolex Oysterquartz,StoreInventory,2019-03-31,http://www.ebay.com/itm/rolex-18k-gold-19018-quickset-oysterquartz-president-cream-roman-dial-5055-/323760343016
