total,price,condition,MPN,movement,case_material,band_material,model,listing_type,deal_type
4800,4800,pre-owned,114300,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Good deal
5025,5000,pre-owned,18038,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
3050,3050,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Good deal
7900,7900,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
3350,3350,pre-owned,1500,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
9695,9695,new with tags,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Bad deal
3295,3295,pre-owned,1601,Automatic,18k Gold,Leather,Datejust,Auction,Bad deal
3000,3000,pre-owned,15210,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
3505,3495,pre-owned,16263,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,Auction,Good deal
3023,3008,pre-owned,1601,Automatic,Silver,Stainless Steel,Datejust,Auction,Good deal
10000,10000,pre-owned,18078,Automatic,18k Gold,18k Gold,President,StoreInventory,Bad deal
6000,6000,pre-owned,16803,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
6311,6311,pre-owned,18038,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
6000,6000,pre-owned,68273,Automatic,Stainless Steel,18k Gold,Datejust,StoreInventory,Bad deal
3600,3600,pre-owned,1601,Automatic,18k Gold,Leather,Datejust,StoreInventory,Bad deal
3815,3750,pre-owned,1550,Automatic,18k Gold,Leather,Datejust,FixedPrice,Bad deal
4995,4995,pre-owned,168622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,StoreInventory,Good deal
5800,5800,pre-owned,16803,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
4500,4500,pre-owned,69173,Automatic,Stainless Steel,18k Gold,Datejust,StoreInventory,Bad deal
6014,6000,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3300,3300,pre-owned,1625,Automatic,Stainless Steel,18k Gold,Datejust,Auction,Good deal
5043,5043,pre-owned,16570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,FixedPrice,Good deal
10592,10592,pre-owned,16523,Automatic,18k Gold,18k Gold,Daytona,FixedPrice,Bad deal
7000,7000,new with tags,178274,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
9390,9380,pre-owned,18038,Automatic,18k Gold,Leather,President,StoreInventory,Good deal
9000,9000,pre-owned,16660,Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,FixedPrice,Bad deal
8985,8985,pre-owned,116660,Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,FixedPrice,Bad deal
6990,6990,pre-owned,18038,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Good deal
6350,6350,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Good deal
5500,5500,pre-owned,1803,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
7925,7900,pre-owned,18239,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
8140,8100,pre-owned,1803,Automatic,18k Gold,Leather,President,Auction,Good deal
6500,6500,pre-owned,69173,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,Auction,Bad deal
4795,4750,pre-owned,116200,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
10700,10700,pre-owned,18239,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
3750,3750,pre-owned,16220,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Good deal
7500,7500,pre-owned,6517,Automatic,18k Gold,18k Gold,Datejust,Auction,Bad deal
6350,6350,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Good deal
4375,4350,pre-owned,1601,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Bad deal
7225,7200,pre-owned,116688,Automatic,18k Gold,18k Gold,Yachmaster,Auction,Good deal
5458,5400,pre-owned,216570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,StoreInventory,Good deal
9200,9200,pre-owned,16623,Automatic,18k Gold,18k Gold,Yachmaster,StoreInventory,Bad deal
3689,3689,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
4191,4191,pre-owned,178240,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Good deal
3860,3760,pre-owned,116660,Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,StoreInventory,Good deal
7855,7800,pre-owned,116613,Automatic,Stainless Steel,Leather,Submariner,StoreInventory,Good deal
5000,5000,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Good deal
8017,8000,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
3455,3400,pre-owned,1601,Automatic,Silver,Stainless Steel,Datejust,Auction,Bad deal
9495,9495,pre-owned,16713,Automatic,Stainless Steel,18k Gold,GMT-Master,FixedPrice,Bad deal
5600,5600,pre-owned,18248,Automatic,18k Gold,Crocodile,President,FixedPrice,Good deal
7029,7000,pre-owned,16622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,StoreInventory,Bad deal
4185,4185,pre-owned,16234,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
6417,6377,pre-owned,16800,Automatic,Stainless Steel,Rubber,Submariner,Auction,Bad deal
8010,8000,pre-owned,16713,Automatic,Stainless Steel,18k Gold,GMT-Master,FixedPrice,Bad deal
3960,3960,pre-owned,15210,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
6950,6950,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Bad deal
5145,5100,pre-owned,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,Auction,Good deal
3875,3875,new without tags,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
6200,6200,pre-owned,15203,Automatic,Stainless Steel,18k Gold,Datejust,FixedPrice,Bad deal
5495,5495,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
9400,9400,pre-owned,16750,Automatic,Stainless Steel,Stainless Steel,GMT-Master,Auction,Bad deal
3287,3212,pre-owned,1550,Automatic,18k Gold,Leather,Datejust,Auction,Bad deal
5009,4950,pre-owned,116000,Automatic,Stainless Steel,Stainless Steel,Oysterdate,FixedPrice,Bad deal
9035,9000,pre-owned,18078,Automatic,18k Gold,18k Gold,President,FixedPrice,Bad deal
7525,7525,pre-owned,216570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,FixedPrice,Bad deal
8000,8000,pre-owned,178271,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
4300,4300,pre-owned,69278,Automatic,18k Gold,18k Gold,President,StoreInventory,Good deal
4500,4500,pre-owned,168622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,StoreInventory,Good deal
2420,2400,pre-owned,16013,Automatic,Stainless Steel,Crocodile,Datejust,Auction,Good deal
7201,7201,pre-owned,116334,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
3503,3499,pre-owned,16030,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Bad deal
3860,3735,pre-owned,16234,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
4700,4700,pre-owned,14000,Automatic,Stainless Steel,Stainless Steel,Air-King,FixedPrice,Bad deal
6350,6350,new with tags,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,StoreInventory,Bad deal
6700,6700,pre-owned,79163,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,Auction,Bad deal
8800,8710,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
4200,4200,pre-owned,16013,Automatic,Stainless Steel,18k Gold,Datejust,Auction,Bad deal
6975,6900,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
4500,4500,pre-owned,69623,Automatic,Stainless Steel,18k Gold,Yachmaster,StoreInventory,Bad deal
5247,5195,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3000,3000,pre-owned,1603,Automatic,Stainless Steel,Rubber,Datejust,Auction,Bad deal
4250,4250,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
5026,5000,pre-owned,1601,Automatic,18k Gold,Leather,Datejust,StoreInventory,Bad deal
7000,7000,pre-owned,16622,Automatic,Platinum,Stainless Steel,Yachmaster,StoreInventory,Bad deal
10370,10300,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
3250,3250,pre-owned,1803,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
7100,7100,new with tags,126300,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
10000,10000,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Bad deal
4450,4450,pre-owned,116000,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6292,6292,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
5850,5850,pre-owned,116233,Automatic,Stainless Steel,18k Gold,Datejust,FixedPrice,Good deal
7201,7201,pre-owned,116334,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
3503,3499,pre-owned,16030,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Bad deal
4700,4700,pre-owned,14000,Automatic,Stainless Steel,Stainless Steel,Air-King,FixedPrice,Bad deal
6350,6350,new with tags,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,StoreInventory,Bad deal
6700,6700,pre-owned,79163,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,Auction,Bad deal
8800,8710,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
4200,4200,pre-owned,16013,Automatic,Stainless Steel,18k Gold,Datejust,Auction,Bad deal
6975,6900,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
4500,4500,pre-owned,69623,Automatic,Stainless Steel,18k Gold,Yachmaster,StoreInventory,Bad deal
3000,3000,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
4250,4250,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
5026,5000,pre-owned,1601,Automatic,18k Gold,Leather,Datejust,StoreInventory,Bad deal
7000,7000,pre-owned,16622,Automatic,Platinum,Stainless Steel,Yachmaster,StoreInventory,Bad deal
10370,10300,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
3250,3250,pre-owned,1803,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
7100,7100,new with tags,126300,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
10000,10000,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Bad deal
4450,4450,pre-owned,116000,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6292,6292,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
5850,5850,pre-owned,116233,Automatic,Stainless Steel,18k Gold,Datejust,FixedPrice,Good deal
5000,5000,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Good deal
4495,4450,pre-owned,16570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,Auction,Good deal
5343,5193,pre-owned,16570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,FixedPrice,Good deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
3500,3500,pre-owned,169622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,FixedPrice,Good deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
3500,3500,pre-owned,169622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,FixedPrice,Good deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
3500,3500,pre-owned,169622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,FixedPrice,Good deal
7475,7420,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Good deal
6511,6511,pre-owned,16013,Automatic,Stainless Steel,18k Gold,Datejust,Auction,Bad deal
3325,3250,pre-owned,68240,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
7550,7500,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
7895,7895,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
3278,3278,pre-owned,1601,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Bad deal
5000,5000,pre-owned,178274,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Good deal
5400,5400,new with tags,178240,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
3500,3500,pre-owned,169622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,FixedPrice,Good deal
7475,7420,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Good deal
6511,6511,pre-owned,16013,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,Auction,Bad deal
3325,3250,pre-owned,68240,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
7550,7500,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
7895,7895,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
3278,3278,pre-owned,1601,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Bad deal
5400,5400,new with tags,178240,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
5212,5200,pre-owned,6517,Automatic,Stainless Steel,18k Gold,President,StoreInventory,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
5000,5000,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Good deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
4350,4350,pre-owned,4233,Automatic,18k Gold,Crocodile,Cellini,StoreInventory,Bad deal
6393,6393,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
