total,price,condition,MPN,movement,case_material,band_material,model,listing_type,deal_type
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3500,3500,pre-owned,1601,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,FixedPrice,Bad deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
6393,6393,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
6393,6393,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,18k Gold,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5800,5800,pre-owned,6694,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
8000,8000,pre-owned,114060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
3900,3900,pre-owned,114270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
4750,4750,pre-owned,1500,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7950,7950,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Bad deal
6215,6100,pre-owned,69173,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,StoreInventory,Bad deal
3945,3900,pre-owned,69623,Automatic,18k Gold,Two Tone 18k Gold,Yachmaster,StoreInventory,Good deal
9521,9500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
6800,6800,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Good deal
3300,3300,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
4975,4900,pre-owned,16233,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Bad deal
5400,5400,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
5000,5000,pre-owned,1803,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
3044,3009,pre-owned,17014,Quartz,Stainless Steel,Stainless Steel,Datejust,Auction,Good deal
7650,7650,pre-owned,179173,Automatic,Stainless Steel,18k Gold,Datejust,StoreInventory,Bad deal
3650,3650,pre-owned,16014,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
4810,4800,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Good deal
10390,10350,pre-owned,69173,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Bad deal
6500,6500,new with tags,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,StoreInventory,Bad deal
9000,9000,new with tags,1601,Automatic,Stainless Steel,Leather,Datejust,Auction,Bad deal
9000,9000,new with tags,16253,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,FixedPrice,Bad deal
8295,8295,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,StoreInventory,Bad deal
6393,6393,pre-owned,16570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,FixedPrice,Bad deal
11800,11700,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
2947,2800,pre-owned,16030,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Good deal
3825,3825,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
6700,6600,pre-owned,1803,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
8500,8500,pre-owned,18038,Automatic,18k Gold,Leather,President,FixedPrice,Good deal
3550,3550,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
10695,10695,pre-owned,1601,Automatic,Stainless Steel,Leather,Datejust,StoreInventory,Bad deal
6015,6000,pre-owned,1803,Automatic,18k Gold,18k Gold,President,StoreInventory,Good deal
7815,7800,pre-owned,16800,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Bad deal
10555,10500,new with tags,116233,Automatic,Stainless Steel,18k Gold,Datejust,StoreInventory,Bad deal
6495,6495,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Bad deal
3300,3250,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
3299,3199,pre-owned,16233,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Good deal
6700,6700,pre-owned,1500,Automatic,Stainless Steel,Leather,Datejust,StoreInventory,Bad deal
3399,3399,pre-owned,69173,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,FixedPrice,Bad deal
8474,8399,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
6295,6295,pre-owned,14060,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
6450,6450,pre-owned,214270,Automatic,Stainless Steel,Stainless Steel,Explorer,StoreInventory,Bad deal
5688,5688,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
3325,3325,pre-owned,114200,Automatic,Stainless Steel,Stainless Steel,Air-King,FixedPrice,Good deal
3330,3300,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
3100,3100,pre-owned,5500,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
3650,3650,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
7550,7450,pre-owned,1675,Automatic,Stainless Steel,Stainless Steel,GMT-Master,Auction,Bad deal
3550,3550,pre-owned,14000,Automatic,Stainless Steel,Stainless Steel,Air-King,StoreInventory,Good deal
8735,8700,pre-owned,116710,Automatic,Stainless Steel,Stainless Steel,GMT-Master,StoreInventory,Good deal
11922,11922,pre-owned,116613,Automatic,18k Gold,18k Gold,Submariner,FixedPrice,Bad deal
6850,6800,pre-owned,216570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,StoreInventory,Good deal
11450,11450,pre-owned,116523,Automatic,18k Gold,18k Gold,Daytona,StoreInventory,Bad deal
3134,3134,pre-owned,1505,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Good deal
4494,4494,pre-owned,16570,Automatic,Stainless Steel,Stainless Steel,Explorer 2,Auction,Good deal
3600,3600,pre-owned,1601,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,FixedPrice,Bad deal
6550,6550,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
3471,3450,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
4485,4485,pre-owned,1601,Automatic,Stainless Steel,Leather,Datejust,StoreInventory,Bad deal
3180,3180,pre-owned,17014,Quartz,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
3200,3200,pre-owned,1505,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Good deal
6740,6700,pre-owned,16622,Automatic,Platinum,Stainless Steel,Yachmaster,Auction,Bad deal
3150,3150,pre-owned,14270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
6899,6899,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
3950,3950,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
7375,7300,pre-owned,16753,Automatic,Stainless Steel,18k Gold,GMT-Master,StoreInventory,Bad deal
3150,3150,pre-owned,1601,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,FixedPrice,Bad deal
6493,6493,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
4500,4500,pre-owned,6517,Automatic,Stainless Steel,Two Tone 14k Gold,Datejust,Auction,Bad deal
6500,6500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
4250,4250,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Good deal
3017,3000,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
7875,7800,pre-owned,16018,Automatic,18k Gold,Leather,Datejust,StoreInventory,Bad deal
3250,3250,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
6143,6143,pre-owned,14060,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
4500,4500,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
4680,4650,new with tags,114300,Automatic,Stainless Steel,Stainless Steel,Oysterdate,Auction,Good deal
3800,3800,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
11549,11549,pre-owned,1803,Automatic,18k Gold,18k Gold,President,StoreInventory,Bad deal
7500,7500,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
8950,8900,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
8392,8392,pre-owned,16700,Automatic,Stainless Steel,Stainless Steel,GMT-Master,FixedPrice,Good deal
11145,11000,pre-owned,116201,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Bad deal
7045,7000,pre-owned,214270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Bad deal
7045,7000,pre-owned,214270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Bad deal
5800,5800,pre-owned,1601,Automatic,Stainless Steel,Leather,Datejust,Auction,Bad deal
8292,8292,pre-owned,126334,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Bad deal
7567,7567,pre-owned,1601,Automatic,Stainless Steel,Leather,Datejust,Auction,Bad deal
3950,3950,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
6650,6650,pre-owned,16013,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,FixedPrice,Bad deal
4512,4500,pre-owned,5500,Automatic,Stainless Steel,Stainless Steel,Explorer,StoreInventory,Bad deal
10200,10200,pre-owned,126334,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
3418,3400,pre-owned,16030,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
4502,4502,pre-owned,1807,Automatic,18k Gold,Leather,President,Auction,Good deal
7500,7500,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
4350,4350,pre-owned,116200,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
2826,2800,pre-owned,69173,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,StoreInventory,Good deal
11450,11450,pre-owned,116523,Automatic,18k Gold,18k Gold,Daytona,StoreInventory,Bad deal
6994,6994,pre-owned,16803,Automatic,18k Gold,18k Gold,Submariner,FixedPrice,Good deal
6357,6357,pre-owned,16600,Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,Auction,Good deal
4151,4106,pre-owned,16233,Automatic,18k Gold,Two Tone 18k Gold,Datejust,Auction,Good deal
9900,9900,pre-owned,1803,Automatic,18k Gold,18k Gold,President,StoreInventory,Bad deal
6826,6695,pre-owned,126334,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
7025,7000,pre-owned,1803,Automatic,18k Gold,Leather,President,StoreInventory,Good deal
6000,6000,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
3200,3200,pre-owned,1601,Automatic,Stainless Steel,Leather,Turn-O-Graph,StoreInventory,Bad deal
7150,7150,pre-owned,116233,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Bad deal
5050,5050,pre-owned,16263,Automatic,Stainless Steel,Leather,Datejust,FixedPrice,Bad deal
4000,4000,pre-owned,16013,Automatic,Stainless Steel,Leather,Datejust,Auction,Bad deal
9300,9300,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Bad deal
9900,9900,pre-owned,116334,Automatic,18k Gold,Stainless Steel,Datejust,StoreInventory,Bad deal
3000,3000,pre-owned,5500,Automatic,Stainless Steel,Stainless Steel,Oysterdate,Auction,Good deal
7815,7800,pre-owned,1803,Automatic,18k Gold,Leather,President,StoreInventory,Good deal
3949,3949,seller refurbished,16014,Automatic,18k Gold,Stainless Steel,Datejust,FixedPrice,Bad deal
3000,3000,pre-owned,1601,Automatic,18k Gold,Two Tone 18k Gold,Oysterdate,FixedPrice,Good deal
4500,4500,pre-owned,18038,Automatic,18k Gold,18k Gold,President,FixedPrice,Good deal
11399,11399,pre-owned,116613,Automatic,Stainless Steel,18k Gold,Submariner,StoreInventory,Bad deal
8850,8850,pre-owned,116334,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
6400,6345,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
8550,8550,pre-owned,16613,Automatic,Stainless Steel,Two Tone 10k Gold,Submariner,StoreInventory,Bad deal
12000,12000,pre-owned,18238,Automatic,18k Gold,Leather,President,FixedPrice,Bad deal
6445,6425,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Good deal
4995,4995,pre-owned,16013,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
3500,3500,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
6366,6366,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Bad deal
4710,4710,pre-owned,16030,Automatic,Stainless Steel,Stainless Steel,Datejust,Auction,Bad deal
4000,4000,pre-owned,16234,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
3151,3151,pre-owned,116264,Automatic,Stainless Steel,Stainless Steel,Turn-O-Graph,Auction,Good deal
3900,3900,pre-owned,16622,Automatic,Platinum,Stainless Steel,Yachmaster,Auction,Good deal
7010,6995,pre-owned,1503,Automatic,18k Gold,Leather,Datejust,FixedPrice,Bad deal
4900,4900,pre-owned,114300,Automatic,Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,Good deal
6739,6689,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Good deal
7150,7100,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,FixedPrice,Good deal
3100,3100,pre-owned,1603,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
4290,4250,pre-owned,16234,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
6342,6342,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Good deal
4050,4050,pre-owned,1505,Automatic,Stainless Steel,Two Tone 10k Gold,Datejust,Auction,Bad deal
6300,6300,pre-owned,16622,Automatic,Stainless Steel,Stainless Steel,Yachmaster,FixedPrice,Good deal
3500,3500,pre-owned,16013,Automatic,Stainless Steel,Two Tone 18k Gold,Datejust,StoreInventory,Good deal
9050,8980,pre-owned,116710,Automatic,Stainless Steel,Stainless Steel,GMT-Master,StoreInventory,Good deal
6001,6001,new without tags,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Good deal
4616,4616,pre-owned,1803,Automatic,18k Gold,18k Gold,Datejust,Auction,Good deal
8094,8094,pre-owned,16623,Automatic,18k Gold,18k Gold,Yachmaster,FixedPrice,Good deal
9000,9000,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,Auction,Bad deal
5540,5500,pre-owned,16203,Automatic,Stainless Steel,Leather,Datejust,StoreInventory,Bad deal
6093,6093,pre-owned,116400,Automatic,Stainless Steel,Stainless Steel,Milgauss,FixedPrice,Bad deal
4500,4500,new with tags,114200,Automatic,Stainless Steel,Stainless Steel,Air-King,Auction,Bad deal
3600,3600,pre-owned,1601,Automatic,Stainless Steel,Leather,Datejust,StoreInventory,Bad deal
12000,12000,pre-owned,1803,Automatic,18k Gold,Leather,President,StoreInventory,Bad deal
6015,5990,pre-owned,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,StoreInventory,Bad deal
3000,3000,pre-owned,16220,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Good deal
3500,3500,pre-owned,116900,Automatic,Stainless Steel,Stainless Steel,Air-King,Auction,Good deal
4525,4495,pre-owned,16264,Automatic,Stainless Steel,Stainless Steel,Turn-O-Graph,FixedPrice,Bad deal
5815,5750,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,FixedPrice,Bad deal
5199,5199,pre-owned,16013,Automatic,Stainless Steel,18k Gold,Datejust,StoreInventory,Bad deal
8700,8700,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Good deal
9910,9910,pre-owned,1803,Automatic,18k Gold,18k Gold,President,Auction,Bad deal
10994,10994,pre-owned,116710,Automatic,Stainless Steel,Stainless Steel,GMT-Master,FixedPrice,Bad deal
11520,11500,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
7500,7500,pre-owned,179173,Automatic,Stainless Steel,18k Gold,Datejust,FixedPrice,Bad deal
15805,15700,pre-owned,16523,Automatic,Stainless Steel,18k Gold,Daytona,FixedPrice,Bad deal
5000,5000,pre-owned,116300,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Good deal
9705,9655,pre-owned,126333,Automatic,Stainless Steel,18k Gold,Datejust,Auction,Good deal
7835,7795,pre-owned,16613,Automatic,Stainless Steel,Two Tone 18k Gold,Submariner,StoreInventory,Bad deal
4300,4300,pre-owned,116000,Automatic,Stainless Steel,Stainless Steel,Oysterdate,FixedPrice,Good deal
6278,6278,pre-owned,116300,Automatic,Stainless Steel,Stainless Steel,Datejust,FixedPrice,Bad deal
4750,4750,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
11500,11500,pre-owned,116660,Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,FixedPrice,Bad deal
4495,4495,pre-owned,214270,Automatic,Stainless Steel,Stainless Steel,Explorer,FixedPrice,Good deal
6500,6500,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
10600,10600,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
6528,6478,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Good deal
8900,8900,pre-owned,116610,Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,Bad deal
11057,11057,pre-owned,16750,Automatic,Stainless Steel,Stainless Steel,GMT-Master,Auction,Bad deal
5040,5040,pre-owned,16013,Automatic,Stainless Steel,Leather,Datejust,Auction,Bad deal
3200,3200,pre-owned,1601,Automatic,Stainless Steel,Stainless Steel,Datejust,StoreInventory,Bad deal
8797,8797,pre-owned,116710,Automatic,Stainless Steel,Stainless Steel,GMT-Master,FixedPrice,Good deal
8895,8895,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice,Bad deal
5800,5800,pre-owned,69178,Automatic,18k Gold,18k Gold,Datejust,StoreInventory,Bad deal
